"","liveness","danceability","energy","key","loudness","mode","ArtistName","speechiness","acousticness","instrumentalness","valence","tempo","duration_ms","DateIndex","time_signature","MaxPosition","Track.Name","minPosition","lCountOnCharts","TrackPopularity","CountOnCharts","lSumChartStreams","ldurationms"
"1657",0.0951,0.467,0.326,11,-5.925,0,"Shawn Mendes",0.0379,0.604,0,0.304,174.976,216027,498,3,198,"Don't Be A Fool",107,2.07944154167984,45,8,14.9405365788722,12.2831586788545
"1660",0.0879,0.47,0.422,5,-7.474,1,"Kygo",0.0522,0.177,0.000216,0.204,149.505,230961,314,4,189,"Fragile",70,3.95124371858143,66,52,16.856565562512,12.3500041440815
"1661",0.0756,0.808,0.678,0,-4.006,1,"Martin Solveig",0.0391,0.00478,0.00579,0.522,125.004,159560,107,4,200,"Intoxicated - Radio Edit",56,5.16478597392351,58,175,17.9619504353692,11.9801753060193
"1662",0.0534,0.772,0.779,4,-5.479,0,"DNCE",0.0509,0.148,0,0.89,118.998,218440,218,4,199,"Cake By The Ocean",68,3.80666248977032,13,45,16.468927577671,12.2942666562661
"1663",0.185,0.669,0.747,6,-7.108,1,"Rudimental",0.0428,0.141,0,0.466,122.531,242440,134,4,89,"Lay It All On Me (feat. Ed Sheeran)",66,1.09861228866811,41,3,14.0664809270636,12.3985095360652
"1665",0.11,0.733,0.408,7,-7.834,0,"Trey Songz",0.0388,0.679,3.92e-05,0.291,94.947,197854,54,4,147,"Slow Motion",55,4.02535169073515,60,56,16.7352222699925,12.1952846639456
"1667",0.264,0.567,0.946,11,-3.815,0,"Metallica",0.0448,9.63e-05,0.0652,0.335,128.32,419075,554,4,171,"Now That We‚Äôre Dead",117,0.693147180559945,51,2,13.7194808193396,12.9458051804995
"1668",0.156,0.603,0.879,5,-4.098,1,"Snakehips",0.124,0.0184,0,0.307,110.125,228253,428,4,192,"Cruel",93,4.17438726989564,74,65,17.1208854586183,12.3382099418539
"1670",0.321,0.483,0.677,0,-5.91,1,"The Beatles",0.0593,0.283,0,0.854,170.72,131867,224,4,168,"Can't Buy Me Love - Remastered",117,1.09861228866811,52,3,13.9569181021155,11.7895491178653
"1673",0.254,0.743,0.886,7,-2.819,1,"Sean Paul",0.111,0.0416,0,0.459,101.998,221176,554,4,115,"No Lie",115,0,69,1,13.2051573737329,12.306714043648
"1675",0.219,0.727,0.599,1,-6.941,1,"Meek Mill",0.327,0.317,0,0.381,167.909,197133,66,3,200,"R.I.C.O. (feat. Drake)",56,4.44265125649032,74,85,17.1115268893452,12.191633906828
"1676",0.175,0.452,0.24,1,-14.014,1,"Dean Martin",0.0351,0.912,2.45e-06,0.715,134.005,117147,224,4,173,"Let It Snow! Let It Snow! Let It Snow!",116,1.09861228866811,73,3,14.060856990913,11.6711848354134
"1677",0.128,0.633,0.599,9,-7.062,1,"Kygo",0.0576,0.27,0.00671,0.273,140.072,212102,344,4,199,"I'm in Love",82,2.56494935746154,58,13,15.3049348989456,12.2648225700227
"1680",0.147,0.672,0.573,11,-3.973,0,"Selena Gomez",0.0307,0.021,0,0.43,98.043,229013,125,4,81,"Same Old Love",55,1.6094379124341,12,5,14.6815790006674,12.3415340494841
"1681",0.233,0.736,0.879,9,-3.782,0,"Major Lazer",0.0696,0.0369,0.000736,0.765,107.976,166138,201,4,184,"Light It Up (feat. Nyla & Fuse ODG) - Remix",54,3.04452243772342,69,21,15.8285025536612,12.0205740472804
"1683",0.151,0.716,0.73,6,-4.126,0,"Melanie Martinez",0.0364,0.058,7.32e-06,0.364,136.05,204086,378,4,180,"Pity Party",79,4.7361984483945,75,114,17.774242763858,12.2262967526187
"1685",0.181,0.692,0.762,0,-4.867,1,"The Jackson 5",0.0342,0.424,1.27e-05,0.96,146.673,144013,224,4,172,"Santa Claus Is Coming To Town",80,1.09861228866811,70,3,14.1580592952041,11.8776588522611
"1686",0.311,0.49,0.715,7,-5.549,1,"The Beatles",0.0476,0.386,0,0.874,130.726,145747,224,4,166,"I Want To Hold Your Hand - Remastered 2015",114,1.09861228866811,63,3,13.9959570245415,11.8896275208105
"1687",0.138,0.444,0.75,6,-6.264,0,"Kanye West",0.482,0.276,0.000423,0.117,83.897,251573,324,4,81,"Real Friends",68,1.09861228866811,8,3,14.305012846744,12.4354884848544
"1688",0.316,0.706,0.716,7,-4.263,0,"Young Thug",0.0768,0.115,0,0.46,136.904,252263,494,4,199,"pick up the phone",91,4.17438726989564,78,65,17.0365690391043,12.4382274730623
"1690",0.341,0.853,0.558,1,-7.448,1,"Drake",0.202,0.0462,0,0.666,142.079,205879,136,4,51,"Jumpman",51,0,76,1,13.226550404794,12.2350438965565
"1691",0.0603,0.799,0.738,9,-9.043,1,"Deorro",0.118,0.0485,0.34,0.422,128.051,137661,435,4,199,"Bailar - Radio Edit",90,4.75359019110636,79,116,17.7266278133246,11.8325494202003
"1692",0.257,0.623,0.81,5,-4.683,1,"Carly Rae Jepsen",0.0418,0.00553,5.15e-05,0.582,122.041,204773,106,4,200,"I Really Like You",50,4.56434819146784,63,96,17.1614723935378,12.2296573275189
"1694",0.0819,0.367,0.463,8,-7.109,1,"Seth MacFarlane",0.0572,0.752,0,0.563,178.954,178720,224,3,171,"Baby, It's Cold Outside",95,1.09861228866811,63,3,14.1185176008938,12.093575614303
"1695",0.0962,0.672,0.589,7,-5.008,0,"Astrid S",0.049,0.082,0,0.39,120.036,208729,372,4,172,"Hurts So Good",94,4.02535169073515,33,56,16.9225064843269,12.2487920388503
"1697",0.438,0.604,0.549,1,-9.873,1,"The Beatles",0.0389,0.531,0,0.684,111.398,158880,224,4,167,"Yellow Submarine - Remastered 2009",112,1.38629436111989,50,4,14.1673294302494,11.975904479279
"1698",0.243,0.446,0.871,5,-5.837,1,"Drake",0.367,0.07,0,0.0755,78.119,311960,368,4,86,"Views",86,0,62,1,13.231727069648,12.6506302534444
"1699",0.249,0.517,0.451,2,-8.275,1,"Ariana Grande",0.145,0.0348,0,0.0769,102.282,223867,372,3,196,"Let Me Love You",88,2.99573227355399,8,20,15.828005214057,12.3188074044978
"1701",0.0915,0.365,0.699,9,-7.618,0,"Mumford & Sons",0.0524,0.0141,0.246,0.228,179.957,248547,5,4,51,"Snake Eyes",50,0.693147180559945,52,2,13.8978487827674,12.4233872414439
"1702",0.154,0.686,0.707,2,-5.887,1,"Alvaro Soler",0.0321,0.128,0,0.911,127.993,210133,436,4,191,"Sofia",87,3.97029191355212,63,53,16.9152534164294,12.255495942562
"1704",0.265,0.529,0.445,2,-8.291,1,"Ariana Grande",0.137,0.0274,0,0.0828,138.95,223853,377,4,89,"Let Me Love You",83,1.09861228866811,71,3,14.315461263578,12.3187448654109
"1705",0.208,0.733,0.676,10,-5.655,0,"Omarion",0.0432,0.0697,0,0.717,97.448,226581,40,4,199,"Post To Be (feat. Chris Brown & Jhene Aiko)",54,5.26785815906333,69,194,18.1107160884546,12.3308577758699
"1706",0.154,0.675,0.937,0,-3.525,0,"KREAM",0.0509,0.152,0,0.57,103.961,218507,559,4,161,"Taped Up Heart (feat. Clara Mae)",99,3.49650756146648,84,33,16.562560165682,12.2945733296179
"1707",0.0616,0.273,0.794,7,-6.644,0,"MiC LOWRY",0.0675,0.0217,0,0.396,95.902,214745,559,4,131,"Oh Lord",101,2.484906649788,80,12,15.6185883987486,12.2772065566884
"1708",0.0551,0.598,0.694,8,-5.075,1,"Hailee Steinfeld",0.0583,0.285,0,0.68,157.979,198240,342,4,189,"Rock Bottom",75,4.81218435537242,67,123,17.8015807522703,12.197233696863
"1709",0.232,0.356,0.707,5,-7.546,0,"Justin Bieber",0.099,0.5,4.36e-05,0.506,136.25,231413,187,5,192,"All In It",70,3.3322045101752,60,28,16.1009221265404,12.351959271939
"1712",0.328,0.65,0.728,6,-5.914,0,"Ariana Grande",0.232,0.0373,0,0.624,159.167,226160,373,4,104,"Side To Side",83,1.09861228866811,89,3,14.2873500010721,12.3289979923675
"1713",0.101,0.691,0.649,10,-7.865,0,"Disclosure",0.169,0.0639,2.05e-06,0.701,92.014,199246,141,4,84,"Magnets",56,1.6094379124341,5,5,14.6659900658247,12.2022955211686
"1717",0.301,0.593,0.748,0,-3.784,0,"Justin Bieber",0.0461,0.151,0,0.476,100.007,219987,231,4,199,"Sorry - Latino Remix",62,5.23644196282995,71,188,18.1521936763231,12.3013237326795
"1718",0.0949,0.628,0.698,6,-5.639,0,"Sia",0.103,0.0472,0.00143,0.731,89.971,210973,260,4,119,"Cheap Thrills",69,1.6094379124341,62,5,14.6731144143783,12.259485442185
"1719",0.0849,0.667,0.58,5,-6.412,1,"The Lumineers",0.0286,0.605,0.000231,0.571,76.241,160097,335,4,200,"Ophelia",74,5.28826703069454,73,198,18.053898694872,11.9835351605207
"1723",0.199,0.64,0.708,0,-7.776,0,"Lady Gaga",0.158,0.0289,0.000294,0.802,171.937,207173,526,4,157,"Dancin' In Circles",102,1.09861228866811,67,3,14.0647747748863,12.2413094719962
"1725",0.0921,0.59,0.647,6,-5.06,0,"Armin van Buuren",0.033,0.00807,4.3e-05,0.404,127.979,192307,22,4,86,"Another You",50,3.58351893845611,62,36,16.6401179770486,12.1668483323704
"1726",0.61,0.761,0.592,2,-9.836,1,"The Beatles",0.0586,0.492,0.00626,0.321,123.095,189387,224,4,199,"Get Back - Remastered 2009",110,1.38629436111989,53,4,14.1166583098383,12.1515478195748
"1728",0.0699,0.579,0.68,8,-5.634,1,"Jason Derulo",0.0759,0.0157,0,0.201,100.033,200240,100,4,200,"Try Me (feat. Jennifer Lopez & Matoma)",51,5.18738580584075,71,179,17.8499493180821,12.2072719261057
"1730",0.116,0.769,0.437,1,-6.406,1,"Nico & Vinz",0.0363,0.44,0,0.743,103.921,186443,141,4,199,"That's How You Know (feat. Kid Ink & Bebe Rexha)",53,4.67282883446191,71,107,17.6201798181272,12.1358808413248
"1731",0.331,0.753,0.796,9,-6.406,1,"Andy Grammer",0.0576,0.0378,0,0.597,122.025,199263,73,4,190,"Honey, I'm Good.",52,4.91265488573605,65,136,17.6645547426229,12.2023808391916
"1732",0.359,0.63,0.633,11,-6.689,0,"Shawn Mendes",0.143,0.328,0,0.43,102.047,166107,498,4,124,"No Promises",97,1.09861228866811,59,3,14.1642049417771,12.0203874380006
"1733",0.0413,0.647,0.678,8,-7.092,1,"Alicia Keys",0.0828,0.0182,0,0.317,120.122,209051,358,4,189,"In Common",72,2.07944154167984,69,8,14.9414558727,12.2503335203179
"1734",0.375,0.622,0.688,4,-3.504,0,"Jessie J",0.0845,0.52,0,0.748,140.561,161973,224,4,200,"Man With The Bag",107,1.09861228866811,65,3,14.0416025583275,11.9951849336574
"1735",0.0584,0.66,0.694,5,-5.147,0,"DNCE",0.0387,0.00163,0,0.843,102.028,236453,505,4,198,"Body Moves",100,2.63905732961526,70,14,15.4142771336829,12.3735047356633
"1736",0.238,0.459,0.701,5,-7.496,0,"Justin Bieber",0.0782,0.502,3.62e-05,0.515,97.648,231413,186,4,72,"All In It",72,0,63,1,13.2635642839737,12.351959271939
"1740",0.57,0.663,0.491,0,-9.85,0,"The Weeknd",0.0537,0.0354,0.000366,0.332,90.99,281147,110,4,199,"Losers",54,3.2188758248682,65,25,15.9429350333288,12.5466329432028
"1741",0.133,0.28,0.344,0,-12.577,1,"Leonard Cohen",0.0293,0.715,0.00642,0.215,171.143,277160,547,3,98,"Hallelujah",98,0,68,1,13.2681955542228,12.5323502357413
"1743",0.137,0.593,0.751,3,-6.205,1,"Demi Lovato",0.077,0.00177,0.000215,0.337,129.947,205747,155,4,136,"Confident",50,3.40119738166216,9,30,16.2089632498245,12.2344025376311
"1745",0.0855,0.709,0.259,1,-14.341,0,"Drake",0.0892,0.0803,0,0.261,79.839,238120,368,4,152,"Fire & Desire",79,1.38629436111989,66,4,14.4610471284073,12.3805300272673
"1753",0.134,0.6,0.412,8,-9.343,1,"Kiiara",0.344,0.615,0.0025,0.409,113.049,225882,317,5,198,"Gold",55,4.64439089914137,75,104,17.5377204790494,12.3277680180065
"1754",0.342,0.728,0.62,2,-7.533,1,"Rich Homie Quan",0.0434,0.038,0,0.904,81.998,176675,54,4,200,"Flex (Ooh, Ooh, Ooh)",54,5.17048399503815,70,176,17.9918394340298,12.0820671655591
"1755",0.135,0.919,0.519,6,-7.639,0,"ScHoolboy Q",0.0902,0.0886,0,0.311,112.991,313573,425,4,199,"THat Part",80,3.73766961828337,71,42,16.562938703448,12.6557874668131
"1756",0.185,0.669,0.747,6,-7.108,1,"Rudimental",0.0428,0.141,0,0.466,122.531,242440,146,4,84,"Lay It All On Me (feat. Ed Sheeran)",51,2.30258509299405,62,10,15.4154266817079,12.3985095360652
"1758",0.0764,0.472,0.714,1,-4.389,0,"Ariana Grande",0.0334,0.00937,0,0.235,98.992,236133,1,4,199,"Love Me Harder",50,4.86753445045558,71,130,17.485148832141,12.3721504845899
"1760",0.102,0.634,0.674,7,-7.145,1,"Avicii",0.0465,0.0487,0.00116,0.293,115.995,232760,148,4,199,"Broken Arrows",53,4.15888308335967,64,64,16.9085457971326,12.3577631587706
"1766",0.104,0.826,0.556,1,-6.054,1,"Kanye West",0.515,0.57,0,0.178,100.127,147240,323,4,72,"Feedback",67,0.693147180559945,4,2,13.9598325224,11.899819187493
"1768",0.0607,0.272,0.791,7,-6.656,0,"MiC LOWRY",0.0708,0.0195,0,0.402,95.914,214745,553,4,162,"Oh Lord",95,3.13549421592915,78,23,16.1681493974237,12.2772065566884
"1769",0.107,0.871,0.595,5,-7.618,0,"James Hersey",0.0552,0.0929,0.00422,0.628,120.011,206099,552,4,178,"Miss You",84,4.20469261939097,79,67,17.3026533153052,12.2361119148532
"1771",0.107,0.643,0.597,8,-8.451,1,"ZAYN",0.12,0.509,9.9e-06,0.366,119.827,205787,316,4,167,"dRuNk",63,1.94591014905531,63,7,14.8251346078475,12.2345969322625
"1772",0.198,0.853,0.871,8,-3.715,1,"Bruno Mars",0.0851,0.0145,6.84e-05,0.86,124.021,210053,554,4,189,"Perm",105,1.6094379124341,77,5,14.5408272076773,12.2551151588093
"1774",0.0565,0.696,0.521,10,-8.465,0,"J. Cole",0.332,0.302,0,0.471,100,292987,260,4,199,"No Role Modelz",59,6.18414889093748,84,485,19.0864343636429,12.5878835184142
"1776",0.268,0.341,0.64,5,-4.432,1,"Michael BublÈ",0.0378,0.192,4.61e-05,0.371,86.006,221707,224,4,200,"Blue Christmas",74,1.38629436111989,73,4,14.3465998791878,12.3091119693053
"1777",0.173,0.906,0.444,4,-8.692,0,"21 Savage",0.384,0.136,6.44e-05,0.68,140.063,235040,559,4,200,"No Heart",96,3.61091791264422,85,37,16.698977476675,12.3675109914077
"1778",0.178,0.657,0.739,2,-4.081,1,"Daya",0.274,0.141,0,0.551,181.994,202221,519,4,198,"Sit Still, Look Pretty",95,3.66356164612965,77,39,16.4949947411848,12.2171164377424
"1780",0.107,0.664,0.358,1,-12.939,1,"Burl Ives",0.0314,0.646,0,0.871,140.364,133867,224,4,99,"A Holly Jolly Christmas - Single Version",82,0.693147180559945,59,2,13.9521371554961,11.8046020487283
"1782",0.0842,0.537,0.705,4,-6.073,1,"One Direction",0.0337,0.0687,0,0.295,131.965,249480,187,4,196,"Infinity",64,3.17805383034795,67,24,15.9273602367311,12.4271340306401
"1783",0.111,0.675,0.881,4,-5.654,1,"5 Seconds of Summer",0.0355,0.00208,0,0.878,118.021,218867,69,4,55,"She's Kinda Hot",50,1.38629436111989,49,4,14.5989480672046,12.2962195183776
"1785",0.11,0.7,0.742,5,-6.777,0,"Red Hot Chili Peppers",0.0716,0.0722,0.0199,0.21,91.959,302000,404,4,200,"Dark Necessities",76,3.98898404656427,75,54,16.789689109951,12.618182296357
"1786",0.0576,0.612,0.921,7,-2.879,1,"Elle King",0.0848,0.0183,0,0.44,139.986,202173,174,4,198,"Ex's & Oh's",51,5.45958551414416,74,235,18.396438972218,12.2168790454952
"1787",0.155,0.4,0.48,7,-7.768,1,"The Beatles",0.0295,0.346,3.1e-05,0.645,103.436,230387,224,4,176,"All You Need Is Love - Remastered 2009",97,1.79175946922805,58,6,14.6447376933036,12.3475157826009
"1788",0.0967,0.499,0.727,11,-7.147,0,"David Bowie",0.0508,0.0296,0.000102,0.155,119.973,284813,242,4,168,"Dollar Days",66,1.09861228866811,51,3,14.0644091816488,12.5595881035456
"1789",0.371,0.711,0.774,0,-3.391,0,"Jessie J",0.0922,0.259,0,0.717,150.032,199387,1,4,199,"Bang Bang",49,6.02586597382531,74,414,18.8037441027712,12.2030029387978
"1790",0.211,0.922,0.509,6,-7.637,0,"ScHoolboy Q",0.096,0.0783,0,0.345,112.972,316320,421,4,187,"THat Part",78,3.17805383034795,70,24,15.978612984582,12.6645096384044
"1791",0.112,0.535,0.445,4,-9.155,1,"Coldplay",0.0292,0.456,0.0677,0.132,146.099,282693,214,4,135,"Everglow",52,2.89037175789616,59,18,15.7821882747734,12.5521167821441
"1792",0.323,0.538,0.447,1,-10.546,1,"Drake",0.153,0.101,1.68e-05,0.17,99.995,290133,369,4,198,"Faithful",78,3.04452243772342,62,21,15.9423080214939,12.578094717518
"1794",0.107,0.598,0.766,11,-6.15,1,"Tove Lo",0.0476,0.0489,2.62e-06,0.311,96.969,203082,519,4,199,"True Disaster",93,1.79175946922805,58,6,14.6231758947016,12.2213651173485
"1795",0.105,0.921,0.373,6,-11.513,1,"Gucci Mane",0.328,0.212,0,0.18,125.981,215373,435,4,198,"P**** Print (feat. Kanye West)",82,2.07944154167984,66,8,14.9562515070927,12.2801266876583
"1798",0.126,0.66,0.641,3,-5.358,0,"Lady Gaga",0.0712,0.0654,1.75e-06,0.341,127.755,210427,526,4,160,"Diamond Heart",89,1.09861228866811,27,3,14.0991928921167,12.2568940786087
"1801",0.0781,0.602,0.723,6,-3.021,1,"Desiigner",0.0405,0.168,0,0.321,122.812,239853,438,4,172,"Tiimmy Turner",70,1.38629436111989,74,4,14.5136746328383,12.3877815146694
"1802",0.11,0.641,0.0964,9,-12.996,0,"Michael BublÈ",0.0399,0.835,2.95e-05,0.366,76.273,231627,224,4,194,"Santa Baby",77,1.79175946922805,75,6,14.5943316381563,12.3528835981969
"1804",0.0885,0.37,0.686,9,-7.649,0,"Mumford & Sons",0.0554,0.0145,0.217,0.201,180.125,248514,6,4,52,"Snake Eyes",48,1.09861228866811,61,3,14.372083435225,12.4232544609601
"1805",0.116,0.523,0.883,8,-2.956,1,"One Direction",0.0365,0.0202,0,0.358,92.215,240000,186,4,187,"Hey Angel",63,2.39789527279837,63,11,15.2519577258629,12.3883942023241
"1806",0.124,0.512,0.494,7,-8.16,0,"Justin Bieber",0.206,0.0948,0,0.478,76.002,203613,186,3,62,"Trust",62,0,63,1,13.3295580183076,12.2239764123078
"1807",0.204,0.523,0.446,1,-8.319,0,"Ariana Grande",0.102,0.036,0,0.0731,138.982,223867,344,4,129,"Let Me Love You",75,1.09861228866811,11,3,14.164128733129,12.3188074044978
"1808",0.234,0.754,0.456,2,-5.874,1,"Britney Spears",0.0427,0.231,0,0.523,112.529,234797,449,3,79,"Private Show",79,0,52,1,13.3310103593658,12.3664765900231
"1810",0.29,0.73,0.775,1,-4.821,1,"Bastille",0.0782,0.17,0,0.916,120.053,206500,484,4,163,"Good Grief",88,4.44265125649032,71,85,17.3109711169695,12.2380556913832
"1811",0.664,0.695,0.797,7,-5.199,1,"Diplo",0.0548,0.00259,0.112,0.279,124.972,237051,337,4,199,"Be Right There",66,4.39444915467244,63,81,17.2277529516256,12.3760305868407
"1812",0.127,0.805,0.457,1,-7.766,0,"Ariana Grande",0.0709,0.22,0,0.626,108.836,177293,372,4,193,"Be Alright",81,3.68887945411394,12,40,16.4950479036318,12.0855590101774
"1813",0.141,0.648,0.722,1,-6.083,0,"Nicki Minaj",0.054,0.00236,0.00611,0.695,127.968,227560,47,4,196,"The Night Is Still Young",51,4.57471097850338,65,97,17.4197461394281,12.3351692188646
"1816",0.336,0.683,0.91,10,-1.231,1,"Sigala",0.0515,0.0553,4.78e-06,0.675,124.977,202149,261,4,200,"Sweet Lovin' - Radio Edit",56,4.8283137373023,60,125,17.7832613777461,12.216760328235
"1817",0.0869,0.711,0.255,1,-14.394,0,"Drake",0.0851,0.0797,0,0.252,80.001,238120,370,4,199,"Fire & Desire",76,3.52636052461616,69,34,16.3858599244819,12.3805300272673
"1818",0.116,0.472,0.746,6,-3.649,1,"Kanye West",0.119,0.072,0,0.442,173.955,196040,432,4,113,"Famous",72,4.78749174278205,24,120,17.9369277762737,12.1860739990235
"1819",0.203,0.727,0.775,1,-4.8,1,"Bastille",0.0677,0.165,0,0.89,120.032,206500,400,4,120,"Good Grief",80,1.09861228866811,61,3,14.1622894975741,12.2380556913832
"1820",0.123,0.652,0.795,11,-5.192,0,"Chance The Rapper",0.174,0.156,0,0.788,135.018,304607,512,4,181,"No Problem (feat. Lil Wayne & 2 Chainz)",84,5.23644196282995,84,188,18.2770269089786,12.6267777001378
"1822",0.107,0.573,0.299,1,-10.332,1,"James Bay",0.0322,0.791,5.44e-06,0.277,147.427,260533,340,4,199,"Let It Go",56,5.88610403145016,71,360,18.6695416548195,12.470484811615
"1824",0.495,0.896,0.692,4,-4.863,1,"Iggy Azalea",0.067,0.0504,1.22e-06,0.225,100.003,209467,344,4,200,"Team",59,3.97029191355212,64,53,17.102651240048,12.2523214880373
"1828",0.317,0.793,0.729,0,-4.77,0,"Kungs",0.0394,0.08,3.1e-05,0.5,121.972,195547,559,4,118,"This Girl (Kungs Vs. Cookin' On 3 Burners)",91,2.07944154167984,80,8,15.3502635010445,12.1835560387211
"1829",0.116,0.66,0.311,0,-8.681,1,"Drake",0.113,0.625,1.29e-06,0.346,119.237,333947,368,4,123,"Redemption",73,1.38629436111989,64,4,14.571231048649,12.7187375767327
"1831",0.21,0.553,0.703,10,-6.414,0,"OneRepublic",0.0439,0.105,0,0.319,100.006,170213,365,4,89,"Wherever I Go",71,1.09861228866811,59,3,14.3194197180444,12.0448058729331
"1832",0.0755,0.425,0.993,4,-3.363,0,"Metallica",0.0642,3.46e-05,0.0277,0.433,95.227,388625,554,4,173,"Atlas, Rise!",95,1.09861228866811,62,3,14.1536692288983,12.8703701473611
"1833",0.133,0.551,0.403,1,-8.02,1,"Kanye West",0.061,0.193,0.00219,0.117,78.252,301587,327,4,200,"Wolves",63,3.13549421592915,4,23,16.0858702454886,12.6168138107387
"1837",0.228,0.638,0.207,0,-10.235,1,"Ariana Grande",0.0645,0.93,0,0.793,150.232,158720,224,4,189,"Winter Things",83,1.6094379124341,69,5,14.5967084502184,11.9748969225187
"1838",0.0879,0.713,0.552,8,-6.526,1,"Pia Mia",0.0499,0.0298,0,0.413,95.961,207746,134,4,200,"Do It Again",53,4.77068462446567,68,118,17.6465059425177,12.2440714586214
"1839",0.135,0.731,0.887,10,-2.83,1,"J Balvin",0.127,0.112,7.91e-06,0.786,177.886,209427,414,4,79,"Bobo",72,1.79175946922805,70,6,15.094663095617,12.2521305089346
"1840",0.117,0.654,0.315,0,-8.736,1,"Drake",0.104,0.607,1.81e-06,0.335,119.2,333947,369,4,200,"Redemption",74,3.25809653802148,63,26,16.1535241828727,12.7187375767327
"1841",0.343,0.394,0.661,4,-8.684,1,"A$AP Rocky",0.193,0.0101,0,0.32,149.822,260987,40,4,198,"Everyday",47,4.66343909411207,74,106,17.1844692804404,12.4722258766352
"1843",0.351,0.791,0.619,1,-5.886,1,"Drake",0.0532,0.00784,0.00423,0.376,103.989,173987,386,4,22,"One Dance",1,5.21493575760899,92,184,20.3229026533595,12.0667358627619
"1845",0.0765,0.38,0.481,7,-9.874,0,"The Weeknd",0.0567,0.464,0,0.238,105.36,348853,111,4,195,"Acquainted",50,3.93182563272433,70,51,16.6654863879683,12.7624059090151
"1846",0.0886,0.332,0.179,5,-11.83,1,"The Beatles",0.0326,0.879,0,0.333,96.529,125667,224,4,199,"Yesterday - Remastered 2009",88,2.484906649788,66,12,15.1764040307257,11.7413908302784
"1847",0.101,0.686,0.64,10,-7.847,0,"Disclosure",0.156,0.0565,2.72e-06,0.689,92.003,199246,134,4,85,"Magnets",51,0.693147180559945,41,2,13.8622719989992,12.2022955211686
"1848",0.139,0.275,0.443,7,-8.724,1,"Queen",0.0318,0.24,0,0.285,71.986,261627,224,4,147,"Thank God It's Christmas - Non-Album Single",87,0.693147180559945,59,2,13.8318729607427,12.4746751042485
"1849",0.219,0.362,0.668,2,-5.975,1,"Mumford & Sons",0.0431,0.035,0.0212,0.348,113.996,220867,11,4,200,"Believe",45,4.36944785246702,66,79,16.9513555384553,12.3053159893848
"1850",0.0413,0.764,0.631,0,-3.814,0,"Maty Noyes",0.0251,0.461,0,0.769,102.074,212027,524,4,142,"in my miNd",74,4.51085950651685,67,91,17.7215691717186,12.2644689040353
"1851",0.231,0.359,0.669,11,-5.854,0,"Mumford & Sons",0.0435,0.0273,0.0197,0.352,113.61,220867,4,4,42,"Believe",42,0,53,1,13.3840843580861,12.3053159893848
"1853",0.297,0.75,0.683,9,-4.829,0,"Jason Derulo",0.12,0.0462,1.32e-06,0.566,111.066,200492,295,4,197,"Get Ugly",55,4.77068462446567,70,118,17.7776995616203,12.2085296246833
"1854",0.225,0.13,0.991,11,-3.126,1,"Metallica",0.0604,1.15e-05,0.00412,0.524,185.364,191332,463,4,152,"Hardwired",78,0.693147180559945,65,2,13.816263274602,12.1617654179682
"1855",0.144,0.714,0.443,5,-7.638,1,"One Direction",0.0256,0.779,0.000109,0.52,106.038,179013,186,4,196,"I Want to Write You a Song",59,2.77258872223978,65,16,15.582948987227,12.0952137078841
"1856",0.727,0.355,0.668,0,-8.444,1,"Bruce Springsteen",0.0482,0.362,1.23e-06,0.437,139.734,267600,224,4,179,"Santa Claus Is Comin' to Town - Single Version",85,1.38629436111989,67,4,14.3794927990529,12.4972486072362
"1857",0.226,0.711,0.739,7,-3.804,0,"Travis Scott",0.129,0.114,0,0.417,136.919,252256,559,4,119,"pick up the phone",85,4.27666611901606,82,72,17.522121893919,12.4381997238596
"1858",0.136,0.44,0.421,6,-11.399,0,"Drake",0.154,0.352,1.33e-05,0.114,87.629,297373,366,4,69,"U With Me?",68,0.693147180559945,66,2,14.0681507736672,12.6027425220677
"1859",0.0683,0.688,0.711,7,-10.453,0,"Chuck Berry",0.0832,0.788,2.64e-05,0.94,152.277,165733,225,4,118,"Run Rudolph Run - Single Version",59,0.693147180559945,73,2,13.9919506863493,12.0181333386855
"1861",0.129,0.788,0.516,1,-6.807,0,"Big Sean",0.219,0.1,0,0.246,81.497,222400,559,4,141,"Bounce Back",88,3.29583686600433,84,27,16.4789443526396,12.3122328413586
"1863",0.085,0.771,0.785,2,-3.915,0,"Felix Jaehn",0.0832,0.064,1.27e-05,0.34,111.065,183003,470,4,197,"Bonfire",72,4.57471097850338,79,97,17.6955068599864,12.1172578251318
"1865",0.108,0.462,0.37,2,-7.779,1,"Meghan Trainor",0.0267,0.318,4.84e-06,0.276,84.738,219653,224,4,189,"I'll Be Home",83,1.94591014905531,62,7,14.748454256274,12.2998043074031
"1866",0.0902,0.87,0.464,4,-8.337,1,"Usher",0.178,0.205,0,0.473,112.974,251989,1,4,198,"I Don't Mind",44,4.34380542185368,71,77,17.1639062450172,12.4371407147472
"1867",0.106,0.463,0.198,4,-11.003,1,"Sam Smith",0.0387,0.915,0,0.368,123.63,219663,11,4,199,"Lay Me Down",42,4.65396035015752,21,105,17.401971913263,12.2998498327197
"1868",0.441,0.5,0.726,5,-4.124,1,"Alesso",0.0643,0.0362,0,0.388,125.904,210013,28,4,109,"Heroes (we could be)",48,4.11087386417331,64,61,17.0767943574212,12.2549247125455
